1	56
10	253404913
11	391198631
12	528455314
13	664538132
14	781627566
15	890766323
16	995006629
17	1086867352
18	1169415873
19	1248794466
2	1308908989
20	1556161742
21	1620237745
22	1669169862
3	1721329561
4	1922652421
5	2116992658
6	2300923229
7	2474890270
8	2636681301
9	2785484780
MT	32346024465
X	32346041367
Y	32503899831
